active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,moderate_activity_minutes,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version,vigorous_activity_minutes
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:35:00,63,,,,,,,,,,-51,,49,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432,,,,,,1102048500,,,,,,,,,
,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,60660,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:36:00,60,,,,,,,,,,-46,,49,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,,,,,,1102048560,,,,,,,,,
,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,60720,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:37:00,71,,,,,,,,,,-61,,49,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,1102048620,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,60780,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 10, 0, 16)",,,,,,,,,,
,,,,,,,5,5,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:38:00,,,,,8,1102047480,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:38:00,69,,,,,,,,,,-59,,49,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294,,,,,,1102048680,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,60840,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:39:00,72,,,,,,,,,,-63,,49,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287,,,,,,1102048740,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,60900,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:40:00,69,,,,,,,,,,-58,,49,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,,,,,,1102048800,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,60960,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 82, 1, 40)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:41:00,,,,,0,1102047780,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:41:00,70,,,,,,,,,,-60,,49,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,,,,,,1102048860,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,61020,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:42:00,,,,,8,1102047960,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:42:00,72,,,,,,,,,,-63,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357,,,,,,1102048920,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,61080,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:43:00,,,,,0,1102048020,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:43:00,75,,,,,,,,,,-67,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,,,,,,1102048980,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,61140,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 88, 1, 176)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:44:00,76,,,,,,,,,,-68,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,,,,,,1102049040,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,61200,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(170, 16, 38, 56)",,,,,,,,,,
,,sedentary,"(104,)",,,,,,,,,,,,,3,,,,,,,,,,,,2024-12-02 04:44:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:45:00,69,,,,,,,,,,-59,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346,,,,,,1102049100,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,61260,,,,,,,,,,,,,,,,,
,,,,,,,2,2,,,,41,marker,,,,,,,,,,,,,,,2024-12-02 04:45:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 32, 64)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:46:00,71,,,,,,,,,,-61,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,,,,,,1102049160,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,61320,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,
,,sedentary,"(8,)",,,,,,,,,,,,,0,,,,,,,,,,,,2024-12-02 04:46:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:47:00,65,,,,,,,,,,-53,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,,,,,,1102049220,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,61380,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:48:00,75,,,,,,,,,,-67,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,,,,,,1102049280,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,61440,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,,
,,,,,,,6,6,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:49:00,,,,,8,1102048080,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:49:00,71,,,,,,,,,,-61,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,,,,,,1102049340,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,61500,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:50:00,71,,,,,,,,,,-61,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334,,,,,,1102049400,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,61560,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 10, 0, 16)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:51:00,69,,,,,,,,,,-58,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,,,,,,1102049460,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,61620,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 68, 1, 176)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:52:00,,,,,0,1102048440,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:52:00,70,,,,,,,,,,-60,,48,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,,,,,,1102049520,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:53:00,,,,,8,1102048620,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:53:00,69,,,,,,,,,,-59,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332,,,,,,1102049580,,,,,,,,,
,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,61740,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:54:00,,,,,0,1102048680,,,,,,,,,,,,
,,sedentary,"(104,)",,,,,,,,,,,,,3,,,,,,,,,,,,2024-12-02 04:53:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:54:00,81,,,,,,,,,,-75,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182,,,,,,1102049640,,,,,,,,,
,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,61800,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,
,,sedentary,"(8,)",,,,,,,,,,,,,0,,,,,,,,,,,,2024-12-02 04:54:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:55:00,78,,,,,,,,,,-71,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,1102049700,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,61860,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 98, 1, 40)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:56:00,,,,,8,1102048740,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:56:00,71,,,,,,,,,,-61,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,,,,,,1102049760,,,,,,,,,
,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,61920,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(192, 31, 240, 55)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:57:00,,,,,0,1102048860,,,,,,,,,,,,
,,sedentary,"(104,)",,,,,,,,,,,,,3,,,,,,,,,,,,2024-12-02 04:56:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:57:00,74,,,,,,,,,,-65,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283,,,,,,1102049820,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(170, 24, 40, 56)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:58:00,,,,,8,1102048920,,,,,,,,,,,,
,,sedentary,"(8,)",,,,,,,,,,,,,0,,,,,,,,,,,,2024-12-02 04:57:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:58:00,75,,,,,,,,,,-67,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289,,,,,,1102049880,,,,,,,,,
,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,62040,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(40, 100, 0, 64)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 04:59:00,,,,,0,1102048980,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 04:59:00,73,,,,,,,,,,-64,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,,,,,,1102049940,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,62100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 72)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:00:00,,,,,8,1102049040,,,,,,,,,,,,
,,sedentary,"(104,)",,,,,,,,,,,,,3,,,,,,,,,,,,2024-12-02 04:59:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:00:00,72,,,,,,,,,,-62,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361,,,,,,1102050000,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,62160,,,,,,,,,,,,,,,,,
,,,,,,,3,3,,,,41,marker,,,,,,,,,,,,,,,2024-12-02 05:00:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 88, 1, 176)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:01:00,77,,,,,,,,,,-69,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,,,,,,1102050060,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,62220,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 0, 80)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:02:00,,,,,0,1102049100,,,,,,,,,,,,
,,sedentary,"(8,)",,,,,,,,,,,,,0,,,,,,,,,,,,2024-12-02 05:01:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:02:00,73,,,,,,,,,,-64,,47,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,,,,,,1102050120,,,,,,,,,
,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,62280,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:03:00,,,,,8,1102049220,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:03:00,72,,,,,,,,,,-62,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361,,,,,,1102050180,,,,,,,,,
,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,62340,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(27, 2, 0, 0)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:04:00,72,,,,,,,,,,-63,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296,,,,,,1102050240,,,,,,,,,
,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,62400,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 32, 19, 11)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:05:00,,,,,0,1102049280,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:05:00,75,,,,,,,,,,-66,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,,,,,,1102050300,,,,,,,,,
,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,62460,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(8, 8, 0, 16)",,,,,,,,,,
,,sedentary,"(72,)",,,,,,,,,,,,,2,,,,,,,,,,,,2024-12-02 05:05:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:06:00,77,,,,,,,,,,-69,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,,,,,,1102050360,,,,,,,,,
,,sedentary,"(8,)",,,,,,,,,,,,,0,,,,,,,,,,,,2024-12-02 05:06:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-12-02 05:07:00,,,,,8,1102049400,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02 05:07:00,75,,,,,,,,,,-67,,46,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,,,,,,1102050420,,,,,,,,,
,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,62580,,,,,,,,,,,,,,,,,
