active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,moderate_activity_minutes,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version,vigorous_activity_minutes
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:27:00,81,,,,,,,,,,-74,,73,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328,,,,,,1101101220,,,,,,,,,
,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,30884,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:28:00,83,,,,,,,,,,-77,,73,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339,,,,,,1101101280,,,,,,,,,
,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,30944,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:29:00,,,,,8,1101100260,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:29:00,82,,,,,,,,,,-76,,73,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,,,,,,1101101340,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12, 178, 214, 193)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:30:00,84,,,,,,,,,,-78,,72,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,,,,,,1101101400,,,,,,,,,
,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,31064,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(56, 64, 120, 185)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:31:00,85,,,,,,,,,,-80,,72,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,,,,,,1101101460,,,,,,,,,
,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,31124,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 136, 1, 176)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:32:00,,,,,0,1101100440,,,,,,,,,,,,
,,sedentary,"(104,)",,,,,,,,,,,,,3,,,,,,,,,,,,2024-11-21 05:31:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:32:00,89,,,,,,,,,,-85,,72,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,,,,,,1101101520,,,,,,,,,
,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,31184,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 0, 4, 240)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:33:00,,,,,8,1101100620,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:33:00,89,,,,,,,,,,-85,,72,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,,,,,,1101101580,,,,,,,,,
,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,31244,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 0, 0, 24)",,,,,,,,,,
9,240.0,generic,"(96,)",0.0,,,,,,,,,,,,3,,,,,,,,,,,,,31244,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:34:00,87,,,,,,,,,,-83,,72,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,,,,,,1101101640,,,,,,,,,
,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,31304,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 64, 1, 32)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:35:00,,,,,0,1101100680,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:35:00,84,,,,,,,,,,-79,,72,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,,,,,,1101101700,,,,,,,,,
,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,31364,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,sedentary,"(136,)",,,,,,,,,,,,,4,,,,,,,,,,,,2024-11-21 05:35:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:36:00,87,,,,,,,,,,-83,,72,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101101760,,,,,,,,,
,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,31424,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(62, 144, 132, 185)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:37:00,,,,,8,1101100800,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:37:00,-2,,,,,,,,,,102,,71,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101101820,,,,,,,,,
,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,31484,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
34,1015.0,walking,"(38,)",243.5,,,,,,,,,,,,1,,,,,,,,,,,,,31484,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:38:00,-2,,,,,,,,,,102,,71,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101101880,,,,,,,,,
,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,31544,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 148, 1, 176)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:39:00,,,,,0,1101100920,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:39:00,97,,,,,,,,,,-96,,71,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,,1101101940,,,,,,,,,
,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,31604,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:40:00,,,,,8,1101101040,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:40:00,93,,,,,,,,,,-91,,71,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465,,,,,,1101102000,,,,,,,,,
,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,31664,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(126, 197, 98, 192)",,,,,,,,,,
21,420.0,generic,"(96,)",0.0,,,,,,,,,,,,3,,,,,,,,,,,,,31664,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:41:00,90,,,,,,,,,,-86,,71,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,,,,,,1101102060,,,,,,,,,
,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,31724,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(62, 200, 8, 186)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:42:00,85,,,,,,,,,,-80,,70,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479,,,,,,1101102120,,,,,,,,,
,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,31784,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 0, 4, 240)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:43:00,,,,,0,1101101100,,,,,,,,,,,,
,,sedentary,"(168,)",,,,,,,,,,,,,5,,,,,,,,,,,,2024-11-21 05:42:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:43:00,-2,,,,,,,,,,102,,70,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101102180,,,,,,,,,
,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,31844,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:44:00,,,,,8,1101101280,,,,,,,,,,,,
27,480.0,generic,"(192,)",0.0,,,,,,,,,,,,6,,,,,,,,,,,,,31844,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:44:00,-2,,,,,,,,,,102,,70,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101102240,,,,,,,,,
,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,31904,,,,,,,,,,,,,,,,,
,,,,,,,0,0,,,,41,marker,,,,,,,,,,,,,,,2024-11-21 05:44:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31904,,,,,,,,,,,1,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(62, 16, 149, 185)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:45:00,-2,,,,,,,,,,102,,70,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101102300,,,,,,,,,
,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,31964,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,31964,,,,,,,,,,1,,,,,,,
48,1135.0,walking,"(70,)",264.0,,,,,,,,,,,,2,,,,,,,,,,,,,31964,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-11-21 05:46:00,,,,,0,1101101340,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-21 05:46:00,-2,,,,,,,,,,102,,69,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101102360,,,,,,,,,
,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,32024,,,,,,,,,,,,,,,,,
