active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,moderate_activity_minutes,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_14,unknown_15,unknown_16,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version,vigorous_activity_minutes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(90, 92, 232, 185)",,,,,,,,,,
287,5040.0,generic,"(160,)",0.0,,,,,,,,,,,,5,,,,,,,,,,,,,13200,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:21:00,98,,,,,,,,,,-97,,54,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101018060,,,,,,,,,
,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,13260,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:22:00,99,,,,,,,,,,-98,,54,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101018120,,,,,,,,,
,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,13320,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
220,4035.0,walking,"(70,)",2189.5,,,,,,,,,,,,2,,,,,,,,,,,,,13320,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:23:00,-2,,,,,,,,,,102,,54,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,,,,,,1101018180,,,,,,,,,
,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,13380,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,4,4,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:24:00,,,,,8,1101017100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:24:00,99,,,,,,,,,,-98,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,1101018240,,,,,,,,,
,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,13440,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(88, 116, 252, 185)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:25:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,,,,,,1101018300,,,,,,,,,
,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,13500,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(188, 52, 160, 65, 0, 4, 2, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:26:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392,,,,,,1101018360,,,,,,,,,
,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,13560,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(84, 152, 248, 185)",,,,,,,,,,
,,,,,,,3,3,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:27:00,,,,,0,1101017340,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:27:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348,,,,,,1101018420,,,,,,,,,
,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,13620,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
297,5340.0,generic,"(128,)",0.0,,,,,,,,,,,,4,,,,,,,,,,,,,13620,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:28:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,,,,,,1101018480,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(10, 236, 1, 176)",,,,,,,,,,
221,4095.0,walking,"(70,)",2198.0,,,,,,,,,,,,2,,,,,,,,,,,,,13680,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:29:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322,,,,,,1101018540,,,,,,,,,
,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,13740,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
298,5400.0,generic,"(96,)",0.0,,,,,,,,,,,,3,,,,,,,,,,,,,13740,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:30:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101018600,,,,,,,,,
,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,13800,,,,,,,,,,,,,,,,,
224,4155.0,walking,"(6,)",2202.5,,,,,,,,,,,,0,,,,,,,,,,,,,13800,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(30, 57, 28, 193)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:31:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,,,,,,1101018660,,,,,,,,,
,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,13860,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(68, 52, 168, 185)",,,,,,,,,,
,,,,,,,5,5,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:32:00,,,,,8,1101017520,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:32:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312,,,,,,1101018720,,,,,,,,,
,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,13920,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:33:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,,,,,,1101018780,,,,,,,,,
,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,13980,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(18, 156, 1, 176)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:34:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407,,,,,,1101018840,,,,,,,,,
,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,14040,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:35:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377,,,,,,1101018900,,,,,,,,,
,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,14100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(68, 144, 152, 185)",,,,,,,,,,
305,5700.0,generic,"(96,)",0.0,,,,,,,,,,,,3,,,,,,,,,,,,,14100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:36:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,,,,,,1101018960,,,,,,,,,
,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,14160,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
306,5760.0,generic,"(0,)",0.0,,,,,,,,,,,,0,,,,,,,,,,,,,14160,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:37:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,,,,,,1101019020,,,,,,,,,
,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,14220,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:38:00,-1,,,,,,,,,,101,,53,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,,,,,,1101019080,,,,,,,,,
,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,14280,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,7,7,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:39:00,,,,,0,1101017820,,,,,,,,,,,,
309,5880.0,generic,"(64,)",0.0,,,,,,,,,,,,2,,,,,,,,,,,,,14280,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:39:00,-1,,,,,,,,,,101,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,1101019140,,,,,,,,,
,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,14340,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(68, 172, 184, 185)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:40:00,,,,,8,1101018240,,,,,,,,,,,,
,,sedentary,"(72,)",,,,,,,,,,,,,2,,,,,,,,,,,,2024-11-20 06:39:00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:40:00,-1,,,,,,,,,,101,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,,,,,,1101019200,,,,,,,,,
,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,14400,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:41:00,-1,,,,,,,,,,101,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,,,,,,1101019260,,,,,,,,,
,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,14460,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(68, 228, 148, 185)",,,,,,,,,,
313,6000.0,generic,"(128,)",0.0,,,,,,,,,,,,4,,,,,,,,,,,,,14460,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:42:00,-1,,,,,,,,,,101,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,,,,,,1101019320,,,,,,,,,
,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,14520,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:43:00,-1,,,,,,,,,,101,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,1101019380,,,,,,,,,
,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,14580,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
229,4275.0,walking,"(70,)",2219.5,,,,,,,,,,,,2,,,,,,,,,,,,,14580,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:44:00,96,,,,,,,,,,-95,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,,,,,,1101019440,,,,,,,,,
,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,14640,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:45:00,96,,,,,,,,,,-95,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467,,,,,,1101019500,,,,,,,,,
,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,14700,,,,,,,,,,,,,,,,,
321,6120.0,generic,"(160,)",0.0,,,,,,,,,,,,5,,,,,,,,,,,,,14700,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(70, 16, 149, 185)",,,,,,,,,,
,,,,,,,6,6,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:46:00,,,,,0,1101018300,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:46:00,97,,,,,,,,,,-96,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462,,,,,,1101019560,,,,,,,,,
,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,14760,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(12, 156, 1, 176)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:47:00,,,,,8,1101018660,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:47:00,97,,,,,,,,,,-96,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465,,,,,,1101019620,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,,,,,,1,1,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:48:00,,,,,0,1101018720,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:48:00,96,,,,,,,,,,-95,,52,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447,,,,,,1101019680,,,,,,,,,
,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,14880,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(76, 60, 157, 185)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:49:00,96,,,,,,,,,,-95,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,,,,,,1101019740,,,,,,,,,
,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,14940,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:50:00,,,,,8,1101018780,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:50:00,-1,,,,,,,,,,101,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,,,,,,1101019800,,,,,,,,,
,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:51:00,-1,,,,,,,,,,101,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,,,,,,1101019860,,,,,,,,,
,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,15060,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(76, 144, 221, 185)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:52:00,,,,,0,1101018900,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:52:00,96,,,,,,,,,,-94,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421,,,,,,1101019920,,,,,,,,,
,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,15120,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:53:00,-1,,,,,,,,,,101,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,,,,,,1101019980,,,,,,,,,
,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,15180,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16, 0, 0, 248)",,,,,,,,,,
,,,,,,,2,2,,,,54,marker,,,,,,,,,,,,,,,2024-11-20 06:54:00,,,,,8,1101019020,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:54:00,-1,,,,,,,,,,101,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,,,,,,1101020040,,,,,,,,,
,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,15240,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(4, 0, 4, 240)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:55:00,-1,,,,,,,,,,101,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313,,,,,,1101020100,,,,,,,,,
,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,15300,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(34, 0, 0, 248)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-20 06:56:00,-1,,,,,,,,,,101,,51,,,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,,,,,,1101020160,,,,,,,,,
